id,focus,signal,slack,drag,confidence,score,lane
l001,claim drift,35,33,6,25,139,watch
l002,replay exposure,35,34,6,55,170,ship
l003,policy width,35,35,6,85,201,ship
l004,trust boundary,35,36,18,25,94,hold
l005,claim drift,35,37,18,55,125,watch
l006,replay exposure,35,38,18,85,156,watch
l007,policy width,35,39,34,25,33,hold
l008,trust boundary,35,40,34,55,64,hold
l009,claim drift,35,41,34,85,95,hold
l010,replay exposure,60,42,6,25,223,ship
l011,policy width,60,43,6,55,254,ship
l012,trust boundary,60,44,6,85,285,ship
l013,claim drift,60,45,18,25,178,ship
l014,replay exposure,60,46,18,55,209,ship
l015,policy width,60,47,18,85,240,ship
l016,trust boundary,60,48,34,25,117,watch
l017,claim drift,60,32,34,55,131,watch
l018,replay exposure,60,33,34,85,162,ship
l019,policy width,85,34,6,25,290,ship
l020,trust boundary,85,35,6,55,321,ship
l021,claim drift,85,36,6,85,352,ship
l022,replay exposure,85,37,18,25,245,ship
l023,policy width,85,38,18,55,276,ship
l024,trust boundary,85,39,18,85,307,ship
l025,claim drift,85,40,34,25,184,ship
l026,replay exposure,85,41,34,55,215,ship
l027,policy width,85,42,34,85,246,ship
